,Submission Date,Instituição de ensino superior,"Se outra, qual?",Dentro da minha instituição sou,Idade,Orientação sexual,Caso queiras especificar:,Identidade de género,Caso queiras especificar:.1,Sou intersexo:,Indica o teu conhecimento sobre >> Temas LGBTI+,Indica o teu conhecimento sobre >> Iniciativas dinamizadas sobre temas LGBTI+ na tua faculdade,Indica o teu conhecimento sobre >> A importância da existência de casas de banho neutras,Tens um núcleo LGBTI+ na tua instituição?,Tens conhecimento de alguma iniciativa relacionada com casas de banho neutras na tua instituição?,"Uma casa de banho neutra, para mim, é...",Quão confortável te sentes a usar... >> a casa de banho feminina?,Quão confortável te sentes a usar... >> a casa de banho masculina?,Já usaste uma casa de banho neutra num espaço público?,Quão confortável te sentes ao usar...,Quão confortável achas que te sentirias ao usar...,Queres justificar a tua resposta à pergunta anterior?,A tua instituição tem casas de banho neutras?,Como funcionam e quantas há?,Já sofreste discriminação ao utilizar uma casa de banho pública?,Esse episódio de discriminação foi numa instituição de ensino superior?,Como seria para ti uma casa de banho neutra segura?,Há mais alguma coisa que gostarias de nos dizer?
1160,2022/05/21 22:26:09,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Outro,18-19,Homossexual,Lesbian,Mulher cisgénero,,Não,5 - muito,1 - nenhum,5 - muito,Não,,,5,nunca usei,NÃO,,5,,Não,,Não,,,
1161,2022/05/21 22:25:48,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,5 - muito,5 - muito,4 - suficiente ,Sim,Yes,Theres no point,5,1,NÃO,,1,,Não,,Não,,A third option,No
1162,2022/05/21 22:24:54,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,4 - suficiente ,Sim,,,5,3 ,SIM,5,,,Não tenho a certeza,,Não,,,
1163,2022/05/21 22:23:06,Universidade de Lisboa - Faculdade de Ciências,,Alune,22-23,Heteressexual,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,4 - suficiente ,Não,A associação de estudantes tem uma petição de fundos para financiar esse wc,"Algo para que outros se sintam confortáveis, mas que não deve substituir as atuais casas de banho",1,5,SIM,2,,,Não,,Não,,"Não tenho bem a noção desse tópico, na medida que não sei que medidas poderiam ser eficazes para tal",
1164,2022/05/21 22:20:09,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,,Alune,20-21,Homossexual,,Homem cisgénero,,Não,5 - muito,5 - muito,5 - muito,Sim,,,4,5,NÃO,,4,,Não tenho a certeza,,Não,,,
1165,2022/05/21 22:19:34,Universidade de Lisboa - Instituto Superior Técnico,,Ex-alune,40-49,Homossexual,,Homem cisgénero,,Não,4 - suficiente ,1 - nenhum,5 - muito,Não,,,1,1,SIM,5,,,Sim,,Não,,,
1166,2022/05/21 22:16:40,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,,Alune,18-19,Homossexual,,Homem cisgénero,,Não,5 - muito,3 - algum,5 - muito,Sim,,"For everyone. People who don’t identify with any gender, don’t need to be forced to chose between a “man’s” or “woman’s” restroom.",3 ,4,NÃO,,4,,Não,,Não,,,
1167,2022/05/21 22:10:13,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,5 - muito,5 - muito,Sim,,important,5,nunca usei,SIM,4,,We literally have gender neutral bathrooms in our houses and we use them every day it’s not a scary concept,Não,,Não,,,
1168,2022/05/21 22:08:13,Outra,Escola Superior Náutica Infante Dom Henrique,Alune,24-26,Bissexual/Pansexual,,Pessoa não-binária,Agénero (sem género),Não,4 - suficiente ,1 - nenhum,5 - muito,Não,,"Uma casa de banho neutra, para mim, é: 

um espaço inclusivo  

um espaço seguro  

um espaço para qualquer pessoa  

fim da segregação dum espaço desnecessariamente segregado  

um passo certo na consciencialização do impacto que principalmente os homens têm na vida das outras pessoas (medo, abusos, etc)",nunca usei,2,SIM,5,,"Nunca usei casa de banho feminina mas já usei casa de banho masculina e neutra. Ao passo que na casa de banho masculina perdura um ambiente machista, conversa de m*rda e são disponibilizados urinois lado a lado sem qualquer privacidade, na casa de banho neutra as pessoas respeitam-se e há a privacidade e calmia que deve estar presente num espaço público sensível como uma casa de banho",Sim,"Ao longo dos anos as casas de banho neutras têm vindo a diminuir em número há medida que mais alunes não homens entram nesta instituição historicamente dominada por homens. São neutras as casas de banho mais antigas, em locais menos frequentados e que ninguém se lembrou de segregar ainda.",Não,,"Seria um espaço neutro, com boas condições físicas (limpeza, iluminação, equipamento, fechaduras, dispensadores de produtos higiénicos), que desse a privacidade necessária a qualquer utilizador e num ambiente onde os utilizadores fossem informados e se comportem como adultos responsáveis.","Considero que uma casa de banho neutra é uma excelente ferramenta para reduzir a exclusão de pessoas trans ou não binárias que não encontram em casas de banho masculinas qualquer produtos para período e nem sempre encontram a privacidade necessária, sem mencionar a exclusão imposta por parte de outros utilizadores normalmente cisgénero."
1169,2022/05/21 22:07:41,Universidade de Lisboa - Faculdade de Ciências,,Alune,22-23,Assexual,As sexual homoromântique,Pessoa não-binária,,Não,4 - suficiente ,5 - muito,5 - muito,Sim,,Safe space,5,3 ,SIM,4,,,Não,,Sim,Não,"Uma casa de banho em que existem urinóis e sanitas, tudo em compartimentos fechados e devidamente identificados",
1170,2022/05/21 21:59:35,Outra,Universidade de Lisboa - Faculdade de Arquitetura,Alune,18-19,Em questionamento,,Mulher cisgénero,,Não,4 - suficiente ,1 - nenhum,5 - muito,Não,,"Total inclusão, sem pressões sociais, a distinção das casas de banho é algo vergonhoso",5,nunca usei,SIM,5,,,Não,,Não,,,
1171,2022/05/21 21:52:49,Universidade de Lisboa - Faculdade de Ciências,,Alune,20-21,Bissexual/Pansexual,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,4 - suficiente ,Sim,O intagram do núcleo da minha faculdade tinha este formulário,"Para pessoas trans, não binárias e todas as pessoa que se sentem desconfortáveis nas outras casas de banho. 

Muitas vezes as pessoas não se sentem bem nos wc específicos ou são julgadas e mal tratadas.

Estes wc permitiam criar um sítio seguro para as pessoas ",nunca usei,5,NÃO,,4,"Como é uma “experiência” nova, haveria sempre um pouco de nervosismo para n fzr nada Que pudesse fazer outras pessoas desconfortáveis

MAs ao fim de algum tempo já era tranquilo, eu não quero saber quem és, toda a gente precisa de ir ao wc",Não,,Não,,,
1172,2022/05/21 21:50:42,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,5 - muito,Não sei,,,5,nunca usei,NÃO,,3 ,,Não,,Não,,,
1173,2022/05/21 21:50:15,Outra,Universidade de Lisboa - Faculdade de arquitetura,Alune,20-21,Bissexual/Pansexual,,Pessoa não-binária,Pessoa Trans não binária,Não,5 - muito,5 - muito,5 - muito,Não,Nao,Importante para toda a gente que não se sente confortável numa casa de banho que nos define por genitais,5,3 ,SIM,5,,Honestamente não me lembro mas em contexto de festas e assim onde é tudo neutro é bué na boa,Não,,Sim,Não,Onde continuasse a haver a opção de casas de banho para géneros binários,
1174,2022/05/21 21:48:37,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,4 - suficiente ,Sim,,,5,3 ,SIM,5,,,Não,,Não,,,
1175,2022/05/21 21:47:30,Universidade de Lisboa - Faculdade de Ciências,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,3 - algum,4 - suficiente ,5 - muito,Sim,,Para quem se sinta à vontade a usar! É importante que todos se sintam à vontade e se pudermos criar mais um espaço seguro será benéfico para todes :),5,nunca usei,NÃO,,3 ,,Não,,Não,,,
1176,2022/05/21 21:37:27,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,3 - algum,5 - muito,Sim,, a restroom for everyone but especially for anyone who does not feel comfortable or welcome going to a restroom specific for the gender they were assigned at birth or the one society expects them to use and does not feel comfortable or safe going to one of the opposite gender,5,2,NÃO,,5,"I think that a gender neutral restroom would be a safe space for anyone who chooses to use it whether or not they feel comfortable going to a gender specific restroom because by using it you are, in a way, showing your support for the initiative to create more gender neutral restrooms and accept that not everyone feels comfortable identifying with one gender",Não tenho a certeza,,Não,,it would a restroom that anyone could use without being judged or feeling unsafe,This was actually very informative and made me think more about the need for institutions to have more gender neutral restrooms and be more accepting to the lgbtq+ community!!
1177,2022/05/21 21:29:11,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,"Heteressexual
Não me identifico com estas opções",,Pessoa não-binária,,Não,4 - suficiente ,1 - nenhum,5 - muito,Sim,,For everyone to feel included and safe.,nunca usei,5,SIM,5,,,Não tenho a certeza,,Não,,,
1178,2022/05/21 21:28:31,Universidade de Lisboa - Faculdade de Ciências,,Alune,22-23,Heteressexual,,Não me identifico com estas opções,,Não,3 - algum,3 - algum,2 - pouco,Sim,,,4,3 ,SIM,2,,,Não,,Não,,,
1179,2022/05/21 21:22:32,Universidade de Lisboa - Instituto Superior Técnico,,Alune,24-26,Heteressexual,,Homem cisgénero,,Não,4 - suficiente ,4 - suficiente ,4 - suficiente ,Sim,,It's a restroom that doesn't follow the usual heteronormative norm,2,5,SIM,5,,,Não tenho a certeza,,Não,,,No
1180,2022/05/21 21:19:50,Outra,Universidade do Porto - Faculdade de Belas Artes,Ex-alune,30-39,Homossexual,,Homem trans,,Não,3 - algum,1 - nenhum,3 - algum,Não sei,,"Uma casa de banho neutra é ""só"" uma casa de banho para todos.

Tem mais importância para quem, seja pelo aspecto físico ou pelo modo como se identifica, não se sente confortável a usar a do seu género/sexo.

Numa casa de banho neutra não existe expectativa que quem lá esteja/entre seja de determinada forma. Desta forma todos se poderão sentir à vontade, sem receio de ser apontado como ""estranho"" nessa casa de banho.",1,4,SIM,5,,"Numa casa de banho neutra não há constrangimentos, expectativas de quem lá ""deve"" estar...

É como uma casa de banho de uma habitação, é para todos. Pública, é certo... Mas todos estão lá para o mesmo, não existe de ninguém o sentimento de que certa pessoa ""não pertença"" àquele espaço.",Sim,"Tanto quanto sei, existem em apenas dois dos vários edifícios.

Um dos edifícios apenas com uma (com cubículo e lavatório) e noutro edifício, uma casa de banho por andar (com dois cubículos e lavatórios), sendo que uma delas está adequada a pessoas com mobilidade reduzida.",Não,,"Para mim, uma casa de banho neutra é inerentemente segura... Não vejo razão para me sentir inseguro.",
1181,2022/05/21 21:09:33,Universidade de Lisboa - Faculdade de Ciências,,Alune,22-23,Bissexual/Pansexual,,Homem trans,,Não,4 - suficiente ,3 - algum,5 - muito,Sim,,"Para quem precisar, para não haver pessoas desconfortáveis",2,4,SIM,5,,,Não tenho a certeza,,Não,,,
1182,2022/05/21 21:07:44,Universidade de Coimbra,,Alune,24-26,Não me identifico com estas opções,,Mulher cisgénero,,Não,3 - algum,2 - pouco,5 - muito,Não sei,,For marginalized individuales that do not fit in the binary view of the world to feel confortable and safe,5,2,NÃO,,5,,Não,,Não,,,
1183,2022/05/21 20:58:50,Universidade de Lisboa - Faculdade de Ciências,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,4 - suficiente ,Não sei,Não,Uma casa de banho que não se destina a um género específico,5,4,NÃO,,4,Para mim não faria diferença,Não,,Não,,,
1184,2022/05/21 20:57:33,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Bissexual/Pansexual,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,5 - muito,Sim,,Um local independente do nosso sexo de nascença,nunca usei,3 ,NÃO,,3 ,,Não tenho a certeza,,Não,,,
1185,2022/05/21 20:56:08,Universidade de Lisboa - Instituto Superior Técnico,,Alune,20-21,Heteressexual,,Homem cisgénero,,Não,3 - algum,3 - algum,3 - algum,Sim,,"Para toda a gente, de todos os generos e identidades sexuais. Quer por uma questão de inclusão, para quem não se identifica com nenhum dos géneros binários, quer por simplesmente ser mais prático para todos.",nunca usei,5,SIM,4,,,Não tenho a certeza,,Não,,"Diria que depende mais do ambiente onde se insere. Dentro de uma universidade, por exemplo, creio que qualquer wc poderia ser segura. Noutros locais, como discotecas ou ginásios, talvez já não seja tão boa ideia.",
1186,2022/05/21 20:55:55,Universidade de Lisboa - Instituto Superior Técnico,,Alune,20-21,Homossexual,,Homem cisgénero,,Não,5 - muito,4 - suficiente ,4 - suficiente ,Sim,,"Para pessoas com identidade e/ou expressão de género não normativa que se possam sentir inseguras em casas de banho masculinas ou femininas, para pessoas trans e para crianças acompanhadas por adultos de outros géneros.",3 ,4,SIM,5,,,Não,,Não,,"Uma casa de banho sem urinóis, limpa e confortável para todo o tipo de utilizadores.",
1187,2022/05/21 20:54:51,Universidade de Coimbra,,Alune,18-19,Homossexual,,Pessoa não-binária,,Não,4 - suficiente ,1 - nenhum,4 - suficiente ,Não sei,nao,,5,nunca usei,NÃO,,3 ,sinto alguma receio de partilhar esse espaço com homens cis,Não,,Não,,,
1188,2022/05/21 20:48:58,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,Homossexual,,Homem cisgénero,,Não,5 - muito,4 - suficiente ,5 - muito,Sim,,"A bathroom where everyone can go independent of their gender and/or their gender portrayal. Especiallly import for transexual and non-binary people that might not be “feminine” or “male” enough to use a usual gendered bathroom, causing some internal conflict and even possibly a conflict with other people who might say they are in the “wrong” bathroom",1,5,SIM,5,,,Não,,Não,,"While it’s a bit shocking that someone would harass someone else in the bathroom, it’s still a possibility, so a way to make the experience the safest would probably be cubicles that can be locked and go from the bottom of the floor to the top.",
1189,2022/05/21 20:47:43,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Prefiro não responder,24-26,Heteressexual,,Homem trans,,Não,5 - muito,3 - algum,5 - muito,Não,,"Um casa banho para todes, com objetivo de fazer necessidades nada mais que isso. As pessoas vão a casa de banho fazer necessidades, lavar as mãos, maquilhar-se e ponto. Casas de banho neutras para as pessoas fora da Cisheteronormatividade se sentirem confortáveis",2,3 ,SIM,5,,"Senti que todos estavam nem aí, senti que havia liberdade, que não havia pressões para usar uma coisa tão simples quanto uma casa de banho",Não,,Sim,Não,"Casas de banho individuais, sem urinois , com portas até cima sem aberturas para alguém espreitar etc",Quero apenas dizer que … vamos rebentar com os padrões ridículos de género … juntes somos mais
1190,2022/05/21 20:47:07,Universidade de Lisboa - Faculdade de Ciências,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,5 - muito,Sim,,,5,nunca usei,NÃO,,4,,Não tenho a certeza,,Não,,,
1191,2022/05/21 20:45:29,Universidade de Lisboa - Instituto Superior Técnico,,Alune,20-21,Bissexual/Pansexual,,Mulher cisgénero,,Não,4 - suficiente ,5 - muito,5 - muito,Sim,,"Para toda a gente; com o objetivo de deixar de tornar uma simples ida à casa de banho num processo desconfortavel, por exemplo, para uma pessoa não binária; porque toda a gente merece fazer xixi num sítio confortável para éles",5,4,SIM,5,,A casa de banho da minha casa é neutra e sinto-me lá bastante confortável,Não tenho a certeza,,Não,,Desde q possa fazer xixi e lavar as mãos tou ok,
1192,2022/05/21 20:45:21,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Homossexual,,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,5 - muito,Sim,,"A bathroom that everyone can use despite their gender identity. It's important as it allows, for instance, non-binary people to not have to pick between two gendered bathrooms, and may also be helpful to closeted trans people or trans people that dont feel safe using their gender's bathroom nor their assigned gender at birth bathroom.

I believe anyone should be able to use it, despite their identity. ",5,nunca usei,SIM,3 ,,"Unfortunately, as a woman, i feel the safest in a space where men aren't allowed. That being said, I would still feel comfortable using a gender neutral bathroom, in most situations. 

Despite this, gender neutral bathrooms should exist, as they are not meant to specifically accommodate me, and there are multiple woman's bathrooms I could pick from, if I didnt want to use said gender neutral bathroom. ",Sim,"That I know of there is one, though I could be wrong.

Anyone can use the bathroom, despite gender. Works just like any other bathroom. ",Não,,,
1193,2022/05/21 20:43:01,Universidade de Lisboa - Faculdade de Ciências,,Ex-alune,22-23,Em questionamento,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,5 - muito,Sim,Uma petição,"Para quem quiser e necessitar. De forma a garantir que todos temos um espaço na faculdade, mesmo numa coisa tão simples como ir à casa de banho. Para garantir que todos se sintam seguros em o fazer.",5,2,SIM,4,,,Não tenho a certeza,,Não,,,
1194,2022/05/21 20:43:01,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,5 - muito,5 - muito,Sim,,,5,nunca usei,NÃO,,5,,Não,,Não,,,
1195,2022/05/21 20:42:00,Universidade de Lisboa - Faculdade de Ciências,,Alune,20-21,Homossexual,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,5 - muito,Sim,,For everyone. It’s meant to be inclusive and to make something that is basic needs not uncomfortable for people that don’t really identify with male or female.,5,1,SIM,5,,,Não,,Não,,,
1196,2022/05/21 20:40:42,Outra,Universidade de Lisboa  - Faculdade de Letras,Alune,18-19,Bissexual/Pansexual,,Pessoa não-binária,Genderfluid,Não,5 - muito,3 - algum,5 - muito,Não,"### Sim, havia uma petição ou algo do género. Uma iniciativa da associação de estudantes acho eu. Mas nunca mais ouvir falar disso. ","Uma maneira segura de ir à casa de banho, para qualquer pessoa que se sinta melhor numa casa de banho neutra.",2,1,NÃO,,4,"Se não fosse o medo da casa de banho neutra ser pretexto para ataques transfobicos, seria um 5",Não,,Não,,Disponibilização de produtos de higiene como pensos higiénicos e simplesmente um sítio sem discriminação.,
1197,2022/05/21 20:38:57,Universidade de Coimbra,,Alune,20-21,Homossexual,,Não me identifico com estas opções,,Não,5 - muito,2 - pouco,5 - muito,Não,,,5,nunca usei,NÃO,,5,,Não tenho a certeza,,Não,,,
1198,2022/05/21 20:30:48,Outra,Universidade de Lisboa - Faculdade de Letras,Alune,18-19,Bissexual/Pansexual,,Pessoa não-binária,,Não,4 - suficiente ,2 - pouco,3 - algum,Não sei,,Para qualquer pessoa que não se sinta confortável a estar numa casa de banho definida com termos binários. Serve para trazer segurança e conforto pessoal.,4,nunca usei,NÃO,,5,Acho que me sentiria mais confortável ao não precisar de permanecer numa casa de banho específica pelo sexo de nascença.,Não,,Não,,,
1199,2022/05/21 20:22:57,Universidade de Lisboa - Instituto Superior Técnico,,Alune,24-26,Homossexual,,Homem cisgénero,,Não,3 - algum,5 - muito,3 - algum,Sim,,,nunca usei,4,SIM,4,,,Não,,Não,,,
1200,2022/05/21 20:15:00,Universidade de Coimbra,,Alune,18-19,Bissexual/Pansexual,,Pessoa não-binária,,Não,5 - muito,5 - muito,5 - muito,Não sei,,"Para qualquer pessoa, e para se sentirem seguras e integradas (sem haver exclusão de pessoas que não integram a norma cis).",4,2,SIM,5,,Senti que não estava a ser julgade ou que iriam pensar que eu não pertencia ali. Tenho sempre receio de me confrontarem na casa de banho e questionarem a minha identidade.,Não,,Não,,,
1201,2022/05/21 20:11:35,Universidade de Coimbra,,"Alune
Investigadore",27-29,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,5 - muito,Não,,"É importante para que todas as pessoas se sintam incluídas, independentemente das suas características individuais. Seria uma forma de não criar desconforto em pessoas que se encontram em fase de questionamento da sua identidade de género, ou durante o processo de transição. Por outro lado, não teria qualquer impacto na vida das pessoas cisgénero, a não ser que também teriam mais privacidade. É uma questão de respeito pela individualidade e de direitos humanos.",5,nunca usei,SIM,5,,"A casa de banho neutra não coloca rótulos, logo, não causa qualquer impacto negativo.",Não,,Sim,Não,Individual,
1202,2022/05/21 20:10:39,Universidade de Lisboa - Instituto Superior Técnico,,Alune,menos de 18,Bissexual/Pansexual,,Homem cisgénero,,Não,5 - muito,3 - algum,4 - suficiente ,Sim,,It's important for everyone to feel welcome in restrooms no matter how they identify.,nunca usei,5,SIM,4,,,Não,,Não,,,
1203,2022/05/21 20:09:50,Outra,Universidade de lisboa: faculdade de medicina da univercidade de Lisboa,Alune,18-19,Bissexual/Pansexual,,Homem cisgénero,,Não,3 - algum,3 - algum,5 - muito,Não sei,Não,"Importante, uma vez que aumenta a integração dos estudantes, assim como o seu conforto",nunca usei,5,NÃO,,3 ,"Não sei bem esplicar, acho q se fosse mais perto iria, se não iria usar a outra tp ya",Não,,Não,,Não sei,Acho que está bom
1204,2022/05/21 20:01:37,Outra,Faculdade de Medicina da Universidade do Porto,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,5 - muito,5 - muito,Não,,é uma forma de igualdade e inclusão.,5,2,SIM,4,,Como mulher por vezes tenho medo de ficar mais suscetível a ‘ataques’ por parte de homens,Não,,Não,,,
1205,2022/05/21 20:00:55,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Alune,menos de 18,"Em questionamento
Não me identifico com estas opções",Unlabel mesmo,"Mulher cisgénero
Não quero especificar",,Não,4 - suficiente ,3 - algum,5 - muito,Não sei,,"Algo necessário para quem não se sente confortável em casas de banho direcionadas para géneros binários. Ainda que deva ser utilizada de forma consciente para que ninguém mal intencionado se aproveite disso (como por exemplo, assediar ou abusar sexualmente/verbalmente alguém.)",4,nunca usei,NÃO,,3 ,,Não,,Não,,"de alguma forma não acho que seja possível controlar quem entra, já que julgar fisicamente alguém seria algo totalmente precoxeituoso e impensável. cabe a nós aceitar e sermos positivos quando a isso. e quando notamos algum comportamento de risco, chamar ajuda.",
1206,2022/05/21 20:00:50,Outra,Universidade do Porto - Faculdade de Medicina,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,5 - muito,Não sei,,,5,nunca usei,NÃO,,5,,Não,,Não,,,
1207,2022/05/21 20:00:04,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Assexual,,Pessoa não-binária,,Não,5 - muito,2 - pouco,3 - algum,Sim,,,5,nunca usei,SIM,2,,,Não,,Não,,,
1208,2022/05/21 19:56:57,Outra,FMUP,Alune,20-21,Bissexual/Pansexual,Bissexual,Mulher cisgénero,,Não,4 - suficiente ,5 - muito,5 - muito,Não,,É importante para todas as pessoas que não se enquadram no espectro feminino ou masculino apenas,5,3 ,NÃO,,5,,Não,,Não,,,
1209,2022/05/21 19:54:47,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Bissexual/Pansexual,,Homem cisgénero,,Não,5 - muito,3 - algum,4 - suficiente ,Sim,,,nunca usei,4,SIM,5,,,Não,,Não,,,
1210,2022/05/21 19:53:31,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,3 - algum,Sim,,,4,2,SIM,4,,"While I do not mind at all that trans or non binary people use the same bathrooms as me, I do imagine some inconveniences may arise with sharing bathrooms with (mostly cis) men specifically, in terms of feeling safe, as a woman. However, I believe this feeling of unsafety is minimal when compared with that of trans people in binary toilets and we should find ways of making gender neutral toilets a safe space instead of discarding the idea",Não,,Não,,With separated and enclosed enough stalls that provide privacy,
1211,2022/05/21 19:52:29,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Homossexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,4 - suficiente ,Sim,,"A place where everyone can feel comfortable, and not have to deal with discrimination when doing basic necessities.",5,1,SIM,5,,,Não tenho a certeza,,Não,,,
1212,2022/05/21 19:52:00,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,4 - suficiente ,Sim,Nao,,5,nunca usei,SIM,5,,,Não,,Não,,,
1213,2022/05/21 19:51:05,Universidade de Lisboa - Faculdade de Ciências,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,4 - suficiente ,Não sei,,,5,nunca usei,NÃO,,1,,Não,,Não,,,
1214,2022/05/21 19:49:00,Outra,FMUP,Alune,20-21,Homossexual,,Homem cisgénero,,Não,5 - muito,2 - pouco,5 - muito,Não,,Respeito,nunca usei,3 ,SIM,5,,,Não,,Não,,,
1215,2022/05/21 19:45:22,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Bissexual/Pansexual,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,3 - algum,Sim,,"For people who don’t fit the gender binary of bathrooms, Non-Binary people.

It would be implemented for them to have a place to go without having to pick one of the options, which could cause dysphoria or just make them uncomfortable.",1,5,SIM,4,,"The one I went to was like full concrete wall from floor to ceiling on the stalls. I said 4 because I would only feel comfortable if it was like this, if it was plain regular “open” stalls, i would not go.",Não tenho a certeza,,Não,,"As mentioned before, floor to ceiling walls on the stalls would be a must. I would also say that the stalls should include both toilets and urinals, if possible. 

I would also think that those types of bathrooms would need some form of security, more than regular bathrooms in some places.

Also, I think the plainer the bathroom, the better; sometimes we think that spreading awareness in the bathroom would be a good choice, but in my opinion, the more normal it is, the more people would be open to the idea and actually use it.",
1216,2022/05/21 19:44:59,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,3 - algum,4 - suficiente ,Sim,,Para pessoas que não se sentem confortáveis em frequentar quer casas de banho feminais quer masculinas,5,1,NÃO,,3 ,,Não,,Não,,,
1217,2022/05/21 19:43:00,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,,Alune,24-26,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,1 - nenhum,5 - muito,Não,Não,Para pessoas não-binárias se sentirem seguras quando precisarem de utilizar a casa-de-banho.,5,nunca usei,NÃO,,2,"Como me identifico no binarismo da sociedade, não precisarei de wc neutras.

Algo que não invalida que há pessoal que precise da existência de wc neutras, por isso acho que devam existir.

Num mundo ideal: existiriam wc fem + wc masc + wc neutra",Não,,Não,,,
1218,2022/05/21 19:41:50,Universidade de Lisboa - Instituto Superior Técnico,,Alune,20-21,Bissexual/Pansexual,Pansexual mas também no espetro da assexualidade,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,4 - suficiente ,Sim,,,5,3 ,SIM,4,,,Não,,Não,,,
1219,2022/05/21 19:41:32,Outra,Instituto politécnico de Setúbal (IPS) - Escola de superior de educação (ESE),Ex-alune,20-21,Não me identifico com estas opções,"Identifico-me como Queer, sendo uma pessoa não binária com atração a pessoas que se expressam de uma forma masculina",Pessoa não-binária,,Não,4 - suficiente ,2 - pouco,5 - muito,Não sei,,"Um local de acesso a qualquer pessoa que não se identifica como homem ou mulher. Tendo assim um espaço em que a pessoa se pode sentir confortável, fora do binário, e sem medo de sofrer preconceito ou agressões.",3 ,3 ,NÃO,,5,,Sim,Duas casas de banho masculinas foram trocadas por casas de banho neutras. Normalmente usadas por homens e algumas pessoas não binárias,Não,,"Uma casa de banho como as que conhecemos, apenas sem medo de preconceitos e sem ter de me submeter a regras binárias que não me incluem",
1220,2022/05/21 19:41:27,Universidade de Lisboa - Instituto Superior Técnico,,"Alune
Investigadore",24-26,Em questionamento,,Mulher cisgénero,,Não,3 - algum,3 - algum,3 - algum,Sim,,"Para qualquer pessoa, mas principalmente para incluir pessoas não-binárias.",5,1,SIM,5,,"Em princípio, haverá uma casa de banho neutra acompanhada de casas de banho binárias. A minha impressao é que pessoas que se identificam com o genero masculino vao quase sempre a casa de banho dos homens. Entao irei sentir me confortavel na casa de banho neutra, porque ira ser mais para pessoas nao binarias e mulheres (por vezes a casa de banho feminina tem mais fila), que me trazem mais segurança. Se houver apenas uma casa de banho, a neutra, depende da divisao do espaço.",Não,,Não,,"Portas com boas fechaduras, sem estarem abertas em cima e em baixo, parte comum (lavatorios e espelhos) deve ser perto da saida ou visivel pra fora (porta transparente talvez)",
